BHK,project,Location,City,Total sqft,price_sqft,price in Lakh
1,Sai Balaji GopalDombivali,Dombivali,Mumbai,632,6949,43.92
1,NA,Bhiwandi,Mumbai,375,4098,15.37
1,Shree Krishna HeightsNaigaon East,Naigaon East,Mumbai,600,4666,28
1,NA,Bhiwandi,Mumbai,390,4100,15.99
1,S M Hatkesh Heights Phase IIMira Road East,Mira Road East,Mumbai,396,13919,55.12
2,S M Hatkesh Heights Phase IIMira Road East,Mira Road East,Mumbai,608,13832,84.1
2,S M Hatkesh Heights Phase IIMira Road East,Mira Road East,Mumbai,598,14030,83.9
1,S M Hatkesh Heights Phase IIMira Road East,Mira Road East,Mumbai,424,13820,58.6
1,S M Hatkesh Heights Phase IIMira Road East,Mira Road East,Mumbai,415,13850,57.48
2,S M Hatkesh Heights Phase IIMira Road East,Mira Road East,Mumbai,579,14447,83.65
0,NA,Belondakhar,Mumbai,1089,307,3.35
0,NA,Sarde,Mumbai,1089,303,3.3
2,A Surti Universal CubicalJogeshwari West,Jogeshwari West,Mumbai,750,20000,150
2,Reputed Builder Hill Park TowerJogeshwari West,Jogeshwari West,Mumbai,1000,16000,160
2,Sagar Sagar TowersJogeshwari West,Jogeshwari West,Mumbai,650,21076,137
1,NA,Bhiwandi,Mumbai,785,4099,32.18
1,NA,Vichumbe,Mumbai,590,5423,32
1,NA,Vichumbe,Mumbai,640,5468,35
4,Supreme Belmac Riverside IPanvel,Panvel,Mumbai,2100,13095,275
1,Shree Sawlaram SrushtiKalyan West,Kalyan West,Mumbai,750,6400,48
3,Transcon Triumph Tower 4Andheri West,Andheri West,Mumbai,947,36012,341
2,Transcon Triumph Tower 4Andheri West,Andheri West,Mumbai,659,36003,237
2,Transcon Triumph Tower 4Andheri West,Andheri West,Mumbai,708,36037,254
3,NA,Kalyan West,Mumbai,1465,6825,100
2,Reputed Builder Thames CHSKalyan West,Kalyan West,Mumbai,870,5747,50
3,NA,Kalyan West,Mumbai,1465,6825,100
2,NA,Kalyan West,Mumbai,1150,7652,88
3,NA,Kalyan West,Mumbai,1500,7333,110
3,MS Vrindavan ParadiseKalyan West,Kalyan West,Mumbai,1205,7883,95
2,Vision HeightsJogeshwari West,Jogeshwari West,Mumbai,900,22222,200
1,United ParkJogeshwari West,Jogeshwari West,Mumbai,600,16666,100
1,Unicorn Unicorn Global ArenaNaigaon East,Naigaon East,Mumbai,500,4800,24
1,Navkar City Phase II Part INaigaon East,Naigaon East,Mumbai,500,6000,30
2,Sunteck West WorldNaigaon East,Naigaon East,Mumbai,630,5476,34.5
1,Rashmi Star CityNaigaon East,Naigaon East,Mumbai,500,4400,22
1,NA,Naigaon East,Mumbai,540,4444,23.99
1,NA,Dahisar East,Mumbai,590,15254,90
1,Kothari Apeksha ImperialNaigaon East,Naigaon East,Mumbai,630,4285,27
1,Rashmi Star CityNaigaon East,Naigaon East,Mumbai,500,4800,24
2,Sai Om Sai SankulTitwala,Titwala,Mumbai,755,5629,42.5
1,Sai Om Sai SankulTitwala,Titwala,Mumbai,483,5900,28.5
2,Sai Om Sai SankulTitwala,Titwala,Mumbai,715,5244,37.5
2,Reputed Builder Shree Mani KrupaMira Road East,Mira Road East,Mumbai,900,9444,85
2,Runwal AvenueKanjurmarg,Kanjurmarg,Mumbai,571,24518,140
1,Runwal AvenueKanjurmarg,Kanjurmarg,Mumbai,401,21197,85
3,Runwal AvenueKanjurmarg,Kanjurmarg,Mumbai,759,23978,182
1,Wadhwa Shiv ValleyKalyan West,Kalyan West,Mumbai,660,6287,41.5
2,Reputed Builder Seasons ResidencySantacruz West,Santacruz West,Mumbai,1100,7136,78.5
3,OSSK Mrunmayi PalaceKalyan West,Kalyan West,Mumbai,1475,7796,115
1,Raikar New Bomby Safalya CHSAiroli,Airoli,Mumbai,555,13513,75
3,Progressive CrownKoper Khairane,Koper Khairane,Mumbai,1540,16753,258
3,Progressive CrownKoper Khairane,Koper Khairane,Mumbai,1550,16451,255
3,RS RegencyKoper Khairane,Koper Khairane,Mumbai,1350,13185,178
3,RS RegencyKoper Khairane,Koper Khairane,Mumbai,1350,13259,179
1,NA,Bhiwandi,Mumbai,365,4098,14.96
1,Navkar Navkar CityNaigaon East,Naigaon East,Mumbai,600,5831,34.99
1,NA,Kalyan West,Mumbai,750,7333,55
1,MS Vrindavan PalmsKalyan West,Kalyan West,Mumbai,680,8529,58
2,Ajmera Ajmera Face 4Kalyan West,Kalyan West,Mumbai,999,9109,91
3,NA,Kalyan West,Mumbai,1256,7961,100
2,NA,Kalyan West,Mumbai,1750,5428,95
2,NA,Kalyan West,Mumbai,950,6315,60
1,NA,Bhiwandi,Mumbai,530,4100,21.73
2,Puro Shree DeeplaxamiBhandup West,Bhandup West,Mumbai,916,11026,1.01
1,Puro Shree DeeplaxamiBhandup West,Bhandup West,Mumbai,916,10917,100
1,Puro Shree DeeplaxamiBhandup West,Bhandup West,Mumbai,629,11446,72
1,Puro Shree DeeplaxamiBhandup West,Bhandup West,Mumbai,629,11287,71
2,Puro Shree DeeplaxamiBhandup West,Bhandup West,Mumbai,916,10807,99
1,Puro Shree DeeplaxamiBhandup West,Bhandup West,Mumbai,629,11446,72
2,Puro Shree DeeplaxamiBhandup West,Bhandup West,Mumbai,916,10917,100
2,Puro Shree DeeplaxamiBhandup West,Bhandup West,Mumbai,916,10807,99
1,Puro Shree DeeplaxamiBhandup West,Bhandup West,Mumbai,629,11287,71
2,Puro Shree DeeplaxamiBhandup West,Bhandup West,Mumbai,916,11026,101
1,Puro Shree DeeplaxamiBhandup West,Bhandup West,Mumbai,629,11923,75
2,Puro Shree DeeplaxamiBhandup West,Bhandup West,Mumbai,916,11135,102
2,Puro Shree DeeplaxamiBhandup West,Bhandup West,Mumbai,916,10917,100
1,Puro Shree DeeplaxamiBhandup West,Bhandup West,Mumbai,600,11500,69
2,NA,Taloje,Mumbai,750,1866,14
2,Venus Skky City Phase IDombivali,Dombivali,Mumbai,676,7100,48
1,DGS Sheetal JyotNala Sopara,Nala Sopara,Mumbai,585,4717,27.6
1,Poonam PallazoNala Sopara,Nala Sopara,Mumbai,585,4615,27
1,SB Sandeep HeightsNala Sopara,Nala Sopara,Mumbai,585,4735,27.7
1,Om Sai Cherry Residency D WingNala Sopara,Nala Sopara,Mumbai,630,4984,31.4
1,Reputed Builder NavkarNala Sopara,Nala Sopara,Mumbai,600,4766,28.6
1,Manibhadra AvenueNala Sopara,Nala Sopara,Mumbai,550,4181,23
1,Ashok Mohanlal Mehta Avenue 224Nala Sopara,Nala Sopara,Mumbai,550,4363,24
1,Shakti Western ParkNala Sopara,Nala Sopara,Mumbai,585,4752,27.8
1,Navkar City Phase 1 And 2Naigaon East,Naigaon East,Mumbai,600,5166,31
1,Unicorn Unicorn Global ArenaNaigaon East,Naigaon East,Mumbai,550,4727,26
2,Reputed Builder Madhav ShrutiKalyan West,Kalyan West,Mumbai,860,6395,55
2,NA,Koper Khairane,Mumbai,1050,15714,165
1,Reputed Builder Hill Park TowerJogeshwari West,Jogeshwari West,Mumbai,550,22727,125
1,NA,Jogeshwari West,Mumbai,500,23400,117
3,Ahuja LamorJogeshwari West,Jogeshwari West,Mumbai,1200,19416,233
2,Reputed Builder AR Avenue SocietyJogeshwari West,Jogeshwari West,Mumbai,800,20000,160
1,A Surti Universal CubicalJogeshwari West,Jogeshwari West,Mumbai,530,22641,120
1,Vision HeightsJogeshwari West,Jogeshwari West,Mumbai,600,21000,126
2,NA,Jogeshwari West,Mumbai,750,19466,1.46
1,Ananta Shri Rajendra SrushtiPalghar,Palghar,Mumbai,512,4515,23.07
1,Ananta Shri Rajendra SrushtiPalghar,Palghar,Mumbai,512,4515,23.07
1,NA,Dombivali East,Mumbai,420,7142,30
1,NA,Bhiwandi,Mumbai,420,7023,29.5
1,NA,Bhiwandi,Mumbai,515,6990,36
2,Shree Laxmi Kailash HomesKalyan West,Kalyan West,Mumbai,690,7971,55
2,SS Balaji KrishnaDombivali,Dombivali,Mumbai,912,6359,58
1,SS Balaji KrishnaDombivali,Dombivali,Mumbai,671,6408,43
1,NA,Thakurli,Mumbai,645,6976,45
2,Shree Laxmi Kailash HomesKalyan West,Kalyan West,Mumbai,690,7971,55
1,Shree Laxmi Kailash HomesKalyan West,Kalyan West,Mumbai,690,6521,45
1,NA,Bhiwandi,Mumbai,420,7023,29.5
1,NA,Bhiwandi,Mumbai,515,6990,36
3,NA,Thakurli,Mumbai,1068,7958,85
2,NA,Thakurli,Mumbai,840,8095,68
1,NA,Thakurli,Mumbai,645,7751,50
2,NA,Thakurli,Mumbai,925,8108,75
1,NA,Thakurli,Mumbai,660,7575,50
1,NA,Dombivali East,Mumbai,520,5288,27.5
1,Creative Hari Vijay Lawns Building No 2Dombivali,Dombivali,Mumbai,605,7272,44
1,Creative Hari Vijay Lawns Building No 2Dombivali,Dombivali,Mumbai,685,8467,58
2,Reputed Builder Regalia Casa BellaUsarghar Gaon,Usarghar Gaon,Mumbai,748,6149,46
3,Reputed Builder River ViewNilje Gaon,Nilje Gaon,Mumbai,1037,6268,65
2,NA,Bhiwandi,Mumbai,670,4100,27.47
2,Ajay Bhav ResidencyKasheli,Kasheli,Mumbai,730,4041,29.5
2,Venus Skky City Phase IDombivali,Dombivali,Mumbai,677,7385,50
2,Kishor Vishnu Bhoir Sukur Enclave AThane West,Thane West,Mumbai,1000,8500,85
2,Reputed Builder AlinaThane West,Thane West,Mumbai,1000,14800,148
3,Hiranandani CanaryThane West,Thane West,Mumbai,1500,15333,230
1,Runwal GardensDombivali,Dombivali,Mumbai,500,8200,41
2,Lodha Casa BellaDombivali,Dombivali,Mumbai,864,5787,50
2,Lodha Casa BellaDombivali,Dombivali,Mumbai,747,5354,40
3,Lodha Palava Trinity A To CDombivali,Dombivali,Mumbai,1500,7866,118
2,Lodha Casa Rio GoldDombivali,Dombivali,Mumbai,1360,6617,90
3,Lodha Casa RioDombivali,Dombivali,Mumbai,1098,5737,63
1,Lodha Casa Bella GoldDombivali,Dombivali,Mumbai,585,5641,33
3,Lodha Casa Bella GoldDombivali,Dombivali,Mumbai,1098,6466,71
2,Lodha Casa Rio GoldDombivali,Dombivali,Mumbai,909,5500,50
2,Lodha Casa Bella GoldDombivali,Dombivali,Mumbai,864,6712,58
2,Lodha Casa Bella GoldDombivali,Dombivali,Mumbai,864,6018,52
1,Raghav MarvelKurla,Kurla,Mumbai,383,22432,85.69
1,Raghav MarvelKurla,Kurla,Mumbai,454,22416,101
2,Raghav MarvelKurla,Kurla,Mumbai,629,22421,140
2,Raghav MarvelKurla,Kurla,Mumbai,458,22405,102
2,Tharwani Riverdale VistaKalyan West,Kalyan West,Mumbai,1000,7200,72
3,B and M Millennium AvanishAiroli,Airoli,Mumbai,1500,18666,280
2,NA,Koper Khairane,Mumbai,1110,10090,112
2,NA,Koper Khairane,Mumbai,1125,11555,130
1,Om Sai LaxmiVikhroli,Vikhroli,Mumbai,630,14126,89
1,Lodha Codename Crown JewelThane West,Thane West,Mumbai,669,12556,84
1,NA,Koper Khairane,Mumbai,650,8923,58
2,Lodha Codename PremierDombivali,Dombivali,Mumbai,700,8000,56
2,NA,Koper Khairane,Mumbai,1000,9500,95
2,Lodha Casa Rio GoldDombivali,Dombivali,Mumbai,630,7142,45
1,Lodha Casa Rio GoldDombivali,Dombivali,Mumbai,648,5092,33
3,Lodha Casa BellaDombivali,Dombivali,Mumbai,1098,6193,68
2,Lodha Casa BellaDombivali,Dombivali,Mumbai,864,6712,58
2,Ornate RiseBhiwandi,Bhiwandi,Mumbai,900,5000,45
2,NA,Bhiwandi,Mumbai,785,4300,33.75
2,NA,Bhiwandi,Mumbai,760,4100,31.16
1,Agarwal LifestyleVirar,Virar,Mumbai,750,4800,36
1,NA,Santosh Nagar,Mumbai,650,5923,38.5
1,NA,Vasai east,Mumbai,650,5923,38.5
1,Mayfair Virar Gardens Phase 2Virar,Virar,Mumbai,600,5833,35
1,NA,Bhiwandi,Mumbai,545,4099,22.34
1,Prime Amil Brothers CHSLJogeshwari West,Jogeshwari West,Mumbai,500,22000,110
2,Reputed Builder Sai Ganga ApartmentAndheri West,Andheri West,Mumbai,800,10625,85
1,Lodha Codename PremierDombivali,Dombivali,Mumbai,600,7500,45
2,Runwal GardensDombivali,Dombivali,Mumbai,1000,6000,60
3,Reputed Builder Balaji GardenKoper Khairane,Koper Khairane,Mumbai,1500,17666,265
1,Runwal GardensDombivali,Dombivali,Mumbai,528,7765,41
1,NA,Bhiwandi,Mumbai,585,4100,23.98
1,NA,Bhiwandi,Mumbai,560,4100,22.96
1,NA,Bhiwandi,Mumbai,550,4100,22.55
1,NA,Bhiwandi,Mumbai,410,4100,16.81
2,Reputed Builder Mohan PrideKalyan West,Kalyan West,Mumbai,1060,8018,85
2,Honest Indralok Phase IKalyan West,Kalyan West,Mumbai,1010,6435,65
1,Ananta Shri Rajendra SrushtiPalghar,Palghar,Mumbai,443,4507,19.92
1,Ananta Shri Rajendra SrushtiPalghar,Palghar,Mumbai,443,4507,19.92
2,Srishti OasisBhandup West,Bhandup West,Mumbai,930,13655,127
2,Srishti OasisBhandup West,Bhandup West,Mumbai,700,14000,98
2,Nirvaana PearlChembur,Chembur,Mumbai,1190,16218,193
2,Nirvaana PearlChembur,Chembur,Mumbai,877,15963,140
2,Haware IPSAGhatkopar East,Ghatkopar East,Mumbai,650,18153,118
1,NA,Vashi,Mumbai,650,17076,111
2,Rupvakula Prime VistaGhatkopar East,Ghatkopar East,Mumbai,700,16571,116
1,NA,Vashi,Mumbai,650,17076,111
2,Rupvakula Prime VistaGhatkopar East,Ghatkopar East,Mumbai,700,16571,116
2,Haware IPSAGhatkopar East,Ghatkopar East,Mumbai,920,17173,158
1,Rupvakula Prime VistaGhatkopar East,Ghatkopar East,Mumbai,600,17333,104
2,NA,Kalyan West,Mumbai,830,4578,38
1,NA,Kalyan West,Mumbai,590,4576,27
3,NA,Beturkar Pada,Mumbai,1256,7961,100
1,NA,Kalyan West,Mumbai,700,6285,44
2,Reputed Builder Vasant ValleyKalyan West,Kalyan West,Mumbai,1126,7193,81
1,Mahavir Patel ManzilUlwe,Ulwe,Mumbai,675,5185,35
1,NA,Ulwe,Mumbai,665,5263,35
1,NA,Ulwe,Mumbai,695,5899,41
1,NA,Ulwe,Mumbai,630,7213,45.44
2,Runwal My CityDombivali,Dombivali,Mumbai,864,5208,45
3,Lodha Codename Crown JewelThane West,Thane West,Mumbai,1432,17458,250
1,Lodha Casa RioDombivali,Dombivali,Mumbai,594,5387,32
1,Runwal My City Phase II Cluster 05 Part IDombivali,Dombivali,Mumbai,560,5892,33
3,Runwal GardensDombivali,Dombivali,Mumbai,1200,8333,100
2,Runwal GardensDombivali,Dombivali,Mumbai,900,6777,61
2,Runwal GardensDombivali,Dombivali,Mumbai,800,7250,58
3,Lodha Codename Crown JewelThane West,Thane West,Mumbai,1432,17458,250
3,Hiranandani Rodas Enclave PhillipaThane West,Thane West,Mumbai,1850,17837,330
1,Hiranandani FedoraThane West,Thane West,Mumbai,650,13384,87
3,Reputed Builder IndrapuramVasai east,Vasai east,Mumbai,1250,4400,55
3,Neelam Senroofs Phase IIINahur East,Nahur East,Mumbai,1086,21271,231
2,Neelam Senroofs Phase IIINahur East,Nahur East,Mumbai,828,20531,170
2,Neelam Senroofs Phase IIINahur East,Nahur East,Mumbai,834,20649,172
3,Neelam Senroofs Phase IIINahur East,Nahur East,Mumbai,1162,23752,276
2,Neelam Senroofs Phase IIINahur East,Nahur East,Mumbai,844,21946,185
2,Neelam Senroofs Phase IIINahur East,Nahur East,Mumbai,838,20883,175
2,Reputed Builder Vasant ValleyKalyan West,Kalyan West,Mumbai,1120,8035,90
3,Reputed Builder Vasant ValleyKalyan West,Kalyan West,Mumbai,1550,8580,133
1,Reputed Builder Alankar CHSAiroli,Airoli,Mumbai,650,12000,78
2,Lodha CrownThane West,Thane West,Mumbai,795,12578,100
1,Godrej AscendThane East,Thane East,Mumbai,589,12903,76
1,Lodha CrownThane West,Thane West,Mumbai,483,13250,64
2,Lodha Codename Crown JewelThane West,Thane West,Mumbai,927,12729,118
1,NA,Dombivali East,Mumbai,595,6000,35.7
2,NA,Vichumbe,Mumbai,1000,5000,50
3,NA,Agripada,Mumbai,3000,25000,750
1,Deep Sagar Diva AntiliaRasayani,Rasayani,Mumbai,690,2900,20.01
2,Deep Sagar Diva AntiliaRasayani,Rasayani,Mumbai,950,2900,27.55
1,Deep Sagar Diva AntiliaRasayani,Rasayani,Mumbai,550,2900,15.95
1,Cidco FAM CHSKoper Khairane,Koper Khairane,Mumbai,650,11076,72
1,Lodha Codename PremierDombivali,Dombivali,Mumbai,585,7675,44.9
1,Mahalaxmi Nagar Building No 4Vasai,Vasai,Mumbai,650,5538,36
1,Mahalaxmi Nagar Building No 4Vasai,Vasai,Mumbai,650,5538,36
1,JSB Nakshatra GreensNaigaon East,Naigaon East,Mumbai,560,5714,32
1,Unicorn Unicorn Global ArenaNaigaon East,Naigaon East,Mumbai,500,5500,27.5
1,NA,Dombivali East,Mumbai,300,5500,16.5
1,NA,Bhiwandi,Mumbai,605,4100,24.8
1,NA,Bhiwandi,Mumbai,530,4100,21.73
1,Reputed Builder Sarkar ResidencyByculla,Byculla,Mumbai,396,27777,110
1,Lodha New Cuffe Parade Lodha AltiaWadala,Wadala,Mumbai,848,19811,168
1,NA,Bhuleshwar,Mumbai,577,23396,135
2,NDW Proxima ResidencesAndheri East,Andheri East,Mumbai,1292,13931,180
2,Lokhandwala GalaxyAgripada,Agripada,Mumbai,1650,21212,350
3,Arok Kinjal ResidencyAgripada,Agripada,Mumbai,2062,20611,425
2,Reputed Builder Mazgaon TowerByculla,Byculla,Mumbai,990,25252,250
1,NSSR AR RayyanByculla,Byculla,Mumbai,750,18000,135
2,NA,Byculla,Mumbai,1485,21885,325
2,NA,Agripada,Mumbai,1080,17592,190
3,Nathani ResidencyAgripada,Agripada,Mumbai,1716,26223,450
1,NA,Mazgaon,Mumbai,627,24720,155
2,NA,Byculla,Mumbai,1485,21885,325
2,NA,Agripada,Mumbai,1100,35454,390
2,Shaad ResidencyByculla,Byculla,Mumbai,1050,23809,250
3,Ajmera I LandWadala,Wadala,Mumbai,2740,17883,490
1,Kapil BayviewByculla,Byculla,Mumbai,650,23076,150
2,Kapil BayviewByculla,Byculla,Mumbai,750,26666,200
1,NA,Byculla,Mumbai,665,31578,210
2,Reputed Builder Aqua GemMazgaon,Mazgaon,Mumbai,845,35502,300
1,Reputed Builder Ajay ApartmentMalad West,Malad West,Mumbai,594,32828,195
2,NA,Mazgaon,Mumbai,1142,28896,330
2,NA,Mazgaon,Mumbai,1056,32196,340
1,NA,Byculla,Mumbai,750,15333,115
1,Reputed Builder Sarkar ResidencyByculla,Byculla,Mumbai,783,30012,235
2,NA,Wadala,Mumbai,1640,18292,300
3,K Raheja VivareaAgripada,Agripada,Mumbai,3646,32912,1200
1,Seven Tides Fortune GardensByculla,Byculla,Mumbai,742,19541,145
2,Amar Vinay HeritageMira Road East,Mira Road East,Mumbai,1070,8224,88
1,Amar Vinay HeritageMira Road East,Mira Road East,Mumbai,700,9000,63
1,Amar Vinay HeritageMira Road East,Mira Road East,Mumbai,700,9000,63
2,Shree Sai Shweta HeightsMira Road East,Mira Road East,Mumbai,1200,8083,97
2,Reputed Builder Sundarvan ApartmentRabale,Rabale,Mumbai,950,10526,100
2,Om Sai LaxmiVikhroli,Vikhroli,Mumbai,800,15687,125
1,Runwal Codename EnchantedThane West,Thane West,Mumbai,450,14444,65
2,Godrej AscendThane East,Thane East,Mumbai,700,15285,107
3,Sandu SanskarGhatkopar West,Ghatkopar West,Mumbai,1300,19615,255
2,Sandu SanskarGhatkopar West,Ghatkopar West,Mumbai,990,18888,187
0,NA,Shir Gaon,Mumbai,3250,553,18
0,NA,Sarde,Mumbai,1089,642,7
2,Lodha Codename Crown JewelThane West,Thane West,Mumbai,1083,12742,138
2,Lodha Codename Crown JewelThane West,Thane West,Mumbai,927,12729,118
1,Lodha Amara 3 Bhk With DeckThane West,Thane West,Mumbai,669,13004,87
2,NA,Taloje,Mumbai,1200,2916,35
2,NA,Thane West,Mumbai,1050,11428,120
2,Regency Regency HeightsThane West,Thane West,Mumbai,1200,12500,150
3,Hiranandani Rodas Enclave AnnoraThane West,Thane West,Mumbai,1835,16348,300
3,Regency Regency HeightsThane West,Thane West,Mumbai,1600,10625,170
4,Sheth AvalonThane West,Thane West,Mumbai,2600,23076,600
3,Soham Tropical LagoonThane West,Thane West,Mumbai,2000,15000,300
2,Reputed Builder BroadwayThane West,Thane West,Mumbai,900,13888,125
3,Hiranandani NorthsideThane West,Thane West,Mumbai,1800,20000,360
2,Regency Regency HeightsThane West,Thane West,Mumbai,1200,12916,155
2,Hiranandani BarcaThane West,Thane West,Mumbai,1000,15900,159
1,Hiranandani LaviniaThane West,Thane West,Mumbai,650,13538,88
1,Cidco Shanti ApartmentAiroli,Airoli,Mumbai,530,10377,55
1,Reputed Builder satyam villaRabale,Rabale,Mumbai,555,12612,70
2,Reputed Builder Nav OmkarAiroli,Airoli,Mumbai,950,10526,100
2,NA,Airoli,Mumbai,950,8947,85
2,Reputed Builder AkshayAiroli,Airoli,Mumbai,1000,8300,83
2,NA,Airoli,Mumbai,950,9473,90
2,NA,Airoli,Mumbai,950,11052,105
2,SK Imperial HeightsMira Road East,Mira Road East,Mumbai,573,15895,91.07
1,SK Imperial HeightsMira Road East,Mira Road East,Mumbai,396,15659,62
2,SK Imperial HeightsMira Road East,Mira Road East,Mumbai,485,16389,79.48
1,Satya Pine ViewBadlapur West,Badlapur West,Mumbai,350,7474,26.08
1,Satya Pine ViewBadlapur West,Badlapur West,Mumbai,360,7306,26.3
2,Satya Pine ViewBadlapur West,Badlapur West,Mumbai,501,7096,35.55
1,Satya Pine ViewBadlapur West,Badlapur West,Mumbai,302,7587,22.83
2,Satya Pine ViewBadlapur West,Badlapur West,Mumbai,557,6917,38.53
1,Satya Pine ViewBadlapur West,Badlapur West,Mumbai,304,7806,23.73
1,Satya Pine ViewBadlapur West,Badlapur West,Mumbai,366,7244,26.44
2,Satya Pine ViewBadlapur West,Badlapur West,Mumbai,499,7058,35.14
2,NA,Bhiwandi,Mumbai,850,4100,34.85
2,Kakad Paradise Phase 2Mira Road East,Mira Road East,Mumbai,1020,8333,85
1,Kakad Paradise Phase 2Mira Road East,Mira Road East,Mumbai,700,8714,61
2,Vishal Ajmera ArhamMalad West,Malad West,Mumbai,735,25006,183
2,Vishal Ajmera ArhamMalad West,Malad West,Mumbai,735,25006,183
2,Vishal Ajmera ArhamMalad West,Malad West,Mumbai,749,25012,187
2,Vishal Ajmera ArhamMalad West,Malad West,Mumbai,749,25012,187
3,Vishal Ajmera ArhamMalad West,Malad West,Mumbai,1037,25002,259
3,Vishal Ajmera ArhamMalad West,Malad West,Mumbai,1037,25002,259
1,NA,Bhiwandi,Mumbai,375,4098,15.37
2,Nandkumar Janki LegacyMira Road East,Mira Road East,Mumbai,1050,8952,94
1,Nandkumar Janki LegacyMira Road East,Mira Road East,Mumbai,665,8721,58
3,Kalpataru ImmensaThane West,Thane West,Mumbai,1150,20347,234
2,Kalpataru ImmensaThane West,Thane West,Mumbai,808,20297,164
1,Kalpataru ImmensaThane West,Thane West,Mumbai,450,18222,82
4,Kalpataru ImmensaThane West,Thane West,Mumbai,1753,22589,396
3,Kalpataru ImmensaThane West,Thane West,Mumbai,1324,20241,268
2,Kalpataru ImmensaThane West,Thane West,Mumbai,598,19899,119
3,Kalpataru ImmensaThane West,Thane West,Mumbai,991,20484,203
2,Kalpataru ImmensaThane West,Thane West,Mumbai,663,20663,137
2,Kalpataru ImmensaThane West,Thane West,Mumbai,761,20367,155
3,Kalpataru ImmensaThane West,Thane West,Mumbai,944,20656,195
2,Kalpataru ImmensaThane West,Thane West,Mumbai,632,20569,130
2,NA,Dombivali East,Mumbai,850,5294,45
1,Lodha Casa Bella GoldDombivali,Dombivali,Mumbai,586,5631,33
1,Lodha Casa Rio GoldDombivali,Dombivali,Mumbai,598,5852,35
2,Lodha Casa Bella GoldDombivali,Dombivali,Mumbai,918,7734,71
3,Kanakia Future City EPowai,Powai,Mumbai,1246,31872,397
2,Kanakia Future City EPowai,Powai,Mumbai,622,36977,229
2,Kanakia Future City EPowai,Powai,Mumbai,627,36977,231
3,Kanakia Future City EPowai,Powai,Mumbai,1004,31904,319
2,Wadhwa Atmosphere O2Mulund West,Mulund West,Mumbai,572,27797,159
2,Wadhwa Atmosphere O2Mulund West,Mulund West,Mumbai,623,27797,173
3,Wadhwa Atmosphere O2Mulund West,Mulund West,Mumbai,975,26564,259
2,Wadhwa Atmosphere O2Mulund West,Mulund West,Mumbai,753,27797,209
2,Swagat HeightsMira Road East,Mira Road East,Mumbai,950,8421,80
1,NA,Mira Road East,Mumbai,760,7894,60
1,Shree Savaliya AvenueMira Road East,Mira Road East,Mumbai,740,7702,57
2,RNA NG Ocean PearlMira Road East,Mira Road East,Mumbai,900,8888,79.99
3,NA,Kharghar,Mumbai,1815,8750,158
2,Ashwin Sheth Group Vasant OscarMulund West,Mulund West,Mumbai,950,22631,215
2,NA,Kharghar,Mumbai,1275,8750,111
2,Today MangalamPanvel,Panvel,Mumbai,875,6856,59.99
1,Today MangalamPanvel,Panvel,Mumbai,579,6735,39
2,Lodha Casa Bella GoldDombivali,Dombivali,Mumbai,864,6030,52.1
3,Lodha Casa RioDombivali,Dombivali,Mumbai,1098,5755,63.2
1,Lodha Casa RioDombivali,Dombivali,Mumbai,594,5404,32.1
2,Lodha Casa Rio GoldDombivali,Dombivali,Mumbai,909,5511,50.1
1,Venus Skky City Phase IDombivali,Dombivali,Mumbai,501,7684,38.5
1,NA,Dombivali East,Mumbai,380,6000,22.8
1,NA,Dombivali East,Mumbai,365,6000,21.9
1,NA,Dombivali East,Mumbai,530,6000,31.8
1,NA,Dombivali East,Mumbai,520,6000,31.2
1,NA,Dombivali East,Mumbai,340,6000,20.4
1,Gaondevi HeightsDombivali,Dombivali,Mumbai,510,6000,30.6
1,NA,Dombivali East,Mumbai,365,6000,21.9
1,NA,Dombivali East,Mumbai,530,6000,31.8
1,NA,Dombivali East,Mumbai,520,6000,31.2
1,NA,Dombivali East,Mumbai,340,6000,20.4
1,Mayfair Virar Gardens Phase 2Virar,Virar,Mumbai,890,5056,45
1,Mayfair Virar Gardens Phase 2Virar,Virar,Mumbai,560,5714,32
1,Vinay Unique ResidencyVirar,Virar,Mumbai,580,5517,32
1,Vinay Unique ResidencyVirar,Virar,Mumbai,590,6186,36.5
1,Runwal BlissKanjurmarg,Kanjurmarg,Mumbai,552,18115,100
1,SKD Pinnacolo NXMira Road East,Mira Road East,Mumbai,713,8345,59.5
2,Raj AkshayMira Road East,Mira Road East,Mumbai,1071,8029,86
2,Strawberry OnyxMira Road East,Mira Road East,Mumbai,995,7638,76
1,Unique EstateMira Road East,Mira Road East,Mumbai,740,8540,63.2
2,Raj AkshayMira Road East,Mira Road East,Mumbai,1060,7650,81.1
1,JK IRISMira Road East,Mira Road East,Mumbai,525,13714,72
1,JP NorthMira Road East,Mira Road East,Mumbai,720,8611,62
1,Akshay ParadiseChembur,Chembur,Mumbai,630,16984,107
2,Vinay Unique Avenue 210Nala Sopara,Nala Sopara,Mumbai,755,6105,46.1
1,Vinay Unique Avenue 210Nala Sopara,Nala Sopara,Mumbai,460,6293,28.95
1,Vinay Unique Avenue 210Nala Sopara,Nala Sopara,Mumbai,450,6222,28
1,NA,Virar West,Mumbai,297,9595,28.5
1,Uniquepoonam Sky City Phase INala Sopara,Nala Sopara,Mumbai,450,6333,28.5
3,NA,Dombivali East,Mumbai,2115,8747,185
1,Strawberry OnyxMira Road East,Mira Road East,Mumbai,715,8391,60
